,AGUASCALIENTES,BAJA CALIFORNIA,BAJA CALIFORNIA SUR,CAMPECHE,CHIAPAS,CHIHUAHUA,DISTRITO FEDERAL,COAHUILA,COLIMA,DURANGO,GUANAJUATO,GUERRERO,HIDALGO,JALISCO,MEXICO,MICHOACAN,MORELOS,NAYARIT,NUEVO LEON,OAXACA,PUEBLA,QUERETARO,QUINTANA ROO,SAN LUIS POTOSI,SINALOA,SONORA,TABASCO,TAMAULIPAS,TLAXCALA,VERACRUZ,YUCATAN,ZACATECAS,Nacional
26-06-2021,1,1,10,4,0,3,10,1,2,1,0,5,1,4,5,1,2,0,4,2,7,0,5,4,7,5,7,5,0,3,17,0,122.93279798552544
27-06-2021,0,3,15,8,0,0,13,4,1,2,0,2,1,2,9,0,1,0,3,1,2,0,7,1,8,2,8,4,0,7,17,0,126.1124422288316
28-06-2021,0,4,12,6,2,1,6,1,3,0,2,1,0,4,9,5,1,0,3,3,2,1,7,1,13,3,4,13,0,10,17,0,129.06623223477004
29-06-2021,0,4,17,4,0,1,8,0,0,0,2,0,0,4,9,0,1,0,4,5,5,0,7,0,5,7,5,16,0,10,17,0,131.85593499317307
30-06-2021,0,0,13,3,3,3,16,1,0,1,0,1,1,2,8,4,0,3,3,5,2,0,7,2,10,4,8,10,0,8,18,0,136.1909397724612
01-07-2021,0,3,14,4,3,0,19,2,0,1,0,0,1,8,11,6,2,1,4,4,3,0,3,1,6,11,3,9,1,15,15,0,140.9692147309392
02-07-2021,0,2,18,1,1,4,9,2,1,0,1,2,0,2,9,0,0,0,3,3,1,0,14,2,15,12,6,6,0,14,14,0,146.27594125146047
03-07-2021,0,0,14,4,1,3,11,3,0,0,0,1,3,2,10,2,1,5,0,1,2,0,4,0,11,5,4,9,0,13,16,0,150.1408150862383
04-07-2021,0,3,12,8,2,1,23,2,1,2,0,3,4,8,10,0,2,1,0,1,7,0,11,0,11,7,7,7,0,9,17,1,153.44628779366158
05-07-2021,1,8,19,3,3,0,21,0,0,0,0,0,1,6,14,2,0,1,5,6,1,0,15,1,7,5,3,9,0,13,11,0,156.48662147934033
06-07-2021,0,5,21,7,3,2,19,0,0,0,1,3,1,12,16,0,1,0,5,2,3,2,8,4,17,5,5,14,0,10,15,0,161.3666550376673
07-07-2021,0,2,13,5,2,1,22,1,1,1,0,3,2,9,18,2,1,1,4,5,5,0,7,0,16,2,10,13,0,10,14,1,166.86866756024423
08-07-2021,1,5,17,3,1,1,14,0,0,0,0,3,2,12,12,5,1,1,8,1,0,1,12,1,24,3,3,7,0,15,11,1,173.650749892382
09-07-2021,0,5,12,5,0,1,23,1,0,0,2,2,1,9,5,3,0,2,7,2,4,1,4,1,19,8,3,6,1,12,18,0,179.73715658712115
10-07-2021,0,0,12,5,1,2,29,1,2,1,1,3,4,7,15,4,0,0,4,4,4,1,6,2,19,5,7,8,0,14,12,0,187.39364743329872
11-07-2021,1,2,17,7,2,0,22,0,2,2,2,6,3,10,19,6,0,2,6,6,1,0,9,4,13,7,0,9,1,12,16,0,195.20872378739804
12-07-2021,1,3,12,5,4,1,31,1,0,2,2,7,1,10,23,2,1,4,8,8,5,2,9,0,31,10,4,10,0,15,15,0,204.3097259236381
13-07-2021,0,0,17,3,3,3,22,1,0,2,1,4,4,11,17,0,2,2,6,1,4,4,6,1,18,9,4,7,0,15,14,0,214.793541943657
14-07-2021,0,2,10,2,1,4,31,2,0,0,1,6,3,13,31,3,0,3,6,4,7,1,8,3,33,7,4,9,0,16,15,1,227.46418669420453
15-07-2021,1,1,14,2,3,0,32,3,1,1,1,7,3,13,30,7,1,6,7,6,3,4,6,1,19,4,5,8,1,13,25,0,242.56238439253192
16-07-2021,1,3,15,13,3,3,25,1,1,0,2,8,10,18,17,2,1,6,6,2,7,1,7,2,36,3,6,8,1,14,16,0,257.1402725834498
17-07-2021,0,4,12,4,0,3,31,0,0,0,2,11,6,15,41,5,0,8,9,8,5,0,10,3,19,6,5,7,1,21,16,0,271.8972934665458
18-07-2021,2,5,13,7,4,0,34,2,3,0,1,8,4,19,32,7,1,5,14,6,3,3,13,2,28,6,3,8,0,17,18,2,284.60124983467364
19-07-2021,0,9,15,1,2,2,36,2,2,1,3,14,4,13,38,11,2,8,10,8,2,3,18,5,42,9,5,5,1,24,17,1,298.8077467631368
20-07-2021,0,4,15,5,1,2,43,1,2,3,3,19,8,25,48,2,1,11,16,9,3,4,11,1,27,12,10,4,1,25,13,0,313.7019408548581
21-07-2021,2,6,20,4,4,3,45,1,4,4,2,15,5,26,42,7,0,9,18,7,9,2,11,3,40,10,11,8,0,13,17,0,332.1051720289019
22-07-2021,0,3,11,5,5,3,39,2,3,1,2,8,6,19,46,5,0,7,12,10,7,1,13,2,48,11,2,2,0,24,11,0,352.2033964544741
23-07-2021,1,1,21,3,4,3,40,1,2,1,2,27,4,26,45,13,2,8,13,11,8,4,12,2,43,13,6,5,0,37,17,2,372.2526118026358
24-07-2021,2,6,10,4,6,3,39,2,1,2,8,26,9,21,45,8,0,5,11,11,4,3,11,5,38,7,4,10,2,31,7,1,392.27771824984285
25-07-2021,1,7,5,5,5,4,53,2,2,2,3,17,4,22,50,12,1,9,20,12,7,5,17,4,46,16,8,8,1,38,10,2,411.7949491336747
26-07-2021,0,6,13,3,6,3,47,3,4,3,7,16,13,44,60,12,2,16,23,17,16,9,10,2,50,11,6,5,0,35,14,2,433.09994261396224
27-07-2021,0,5,18,5,0,5,50,5,1,4,2,28,6,35,56,10,1,14,20,13,13,5,15,5,45,13,7,12,1,49,13,4,456.1791981664067
28-07-2021,1,6,13,7,5,3,54,7,2,2,5,27,11,33,61,17,3,16,23,16,8,5,9,6,47,11,8,10,0,50,11,1,479.8793739799427
29-07-2021,2,2,10,6,5,2,65,4,3,2,6,22,13,43,60,13,2,6,20,13,14,5,7,6,46,15,6,7,1,40,18,8,502.7313943896129
30-07-2021,2,6,8,8,8,2,55,7,3,2,5,23,12,55,71,8,6,15,19,15,8,10,15,11,45,19,10,14,1,43,18,3,522.0298439933254
31-07-2021,0,4,10,8,9,2,70,4,9,2,7,37,10,54,69,16,4,12,29,9,11,6,10,7,37,20,4,7,1,49,16,4,539.7129104762294
01-08-2021,0,11,7,4,7,4,64,4,3,7,6,24,9,46,71,28,4,19,31,16,15,13,20,6,51,18,11,11,5,40,15,0,556.1972414625237
02-08-2021,4,6,12,5,14,2,83,7,7,3,6,24,11,74,85,16,5,15,34,11,22,15,8,12,49,21,9,14,2,49,15,9,571.8437562063036
03-08-2021,1,1,7,5,11,1,60,8,5,5,6,33,12,59,83,17,5,27,46,16,16,5,13,13,39,11,4,17,1,41,13,3,588.9720039051821
04-08-2021,2,4,2,2,11,4,70,5,8,5,9,45,20,63,76,17,4,12,20,13,18,6,7,7,43,23,6,12,1,56,16,4,606.9996657208836
05-08-2021,1,4,11,10,8,3,65,9,7,14,13,34,12,58,92,19,3,11,33,20,16,5,18,13,47,15,10,12,0,54,13,3,626.8355056760357
06-08-2021,2,9,15,6,6,6,65,2,6,4,12,36,17,46,78,16,6,16,42,21,19,9,17,14,35,16,10,16,0,62,12,6,643.8084380020495
07-08-2021,6,3,7,10,6,4,59,10,8,5,14,33,20,49,92,14,6,15,41,11,25,5,16,9,44,19,16,10,0,67,14,5,658.2802141688652
08-08-2021,3,3,7,8,3,4,76,2,11,5,9,27,18,67,92,16,4,15,31,19,29,14,14,9,41,18,13,17,2,60,13,5,670.7173245452768
09-08-2021,3,6,11,11,3,8,64,6,15,3,12,37,19,59,102,17,5,16,50,26,27,12,16,13,57,25,17,15,3,63,22,8,683.0637993901743
10-08-2021,2,6,12,5,8,10,80,13,16,2,11,24,15,62,93,27,8,26,44,17,28,9,12,13,47,16,7,18,5,66,15,1,697.34339759138
11-08-2021,5,5,9,5,3,5,78,13,8,6,14,29,20,67,100,24,7,21,49,20,20,11,16,13,34,21,11,15,0,67,14,3,711.4084107126255
12-08-2021,5,3,8,8,6,4,61,12,14,6,9,26,20,65,89,27,3,17,47,22,40,10,13,13,43,16,16,24,3,71,12,6,727.8832071106339
13-08-2021,5,11,6,8,10,3,81,9,8,8,14,29,15,63,83,35,9,15,45,18,34,14,15,19,26,15,9,15,4,67,13,4,741.9894088236206
14-08-2021,4,4,9,11,9,2,80,13,12,5,15,24,33,62,96,21,8,8,42,19,49,13,10,14,40,24,13,15,4,70,12,5,755.8554770868586
15-08-2021,1,4,4,4,12,4,73,12,14,14,11,31,25,68,92,29,10,23,42,28,43,8,18,23,38,9,11,25,1,75,16,5,764.6668185138238
16-08-2021,5,11,9,5,9,6,73,11,13,8,17,28,20,80,104,30,15,17,58,21,45,14,19,13,31,22,16,18,5,76,14,3,770.5693421669167
17-08-2021,5,6,5,9,12,3,72,5,17,11,15,21,26,54,89,27,18,22,52,27,43,10,7,18,31,19,14,16,5,79,12,8,776.4605230310804
18-08-2021,4,6,6,8,17,4,69,13,13,11,19,31,24,88,121,27,16,15,63,21,41,11,18,24,25,22,30,25,2,83,18,7,782.0563547035787
19-08-2021,3,5,3,4,12,1,55,11,15,11,14,29,21,61,98,27,15,19,59,26,35,14,12,19,27,21,15,18,5,99,19,11,788.7148503587551
20-08-2021,5,9,4,5,11,1,66,9,15,12,12,30,17,70,96,22,13,19,55,32,41,10,12,22,22,21,15,26,5,77,10,5,791.3029498816659
21-08-2021,2,8,4,15,8,5,54,15,20,12,15,25,23,87,85,40,6,13,52,19,46,13,22,35,33,20,17,25,5,76,9,8,790.6354229894774
22-08-2021,6,9,5,2,12,1,64,8,14,8,18,29,20,77,78,26,11,14,44,29,48,23,10,18,23,16,17,18,2,69,15,9,787.401293772772
23-08-2021,2,6,7,14,12,4,79,9,13,11,20,30,25,59,110,32,12,15,71,27,39,10,17,29,38,26,20,21,6,86,14,6,782.3365803738798
24-08-2021,11,5,6,11,9,5,65,8,19,5,23,26,18,74,96,37,13,22,56,18,53,12,11,24,18,22,24,18,3,86,16,7,777.9836811337703
25-08-2021,5,10,8,8,9,5,52,7,16,11,18,25,30,55,87,32,12,12,64,24,52,13,5,17,22,23,13,21,6,80,7,6,773.9525687876422
26-08-2021,8,9,6,15,6,2,65,12,16,7,23,30,21,63,95,36,7,13,53,26,41,14,9,14,24,24,11,18,16,92,15,5,769.3288734578623
27-08-2021,5,10,5,7,6,1,46,12,15,7,19,21,18,71,77,28,10,13,48,20,45,9,11,26,26,25,18,15,5,92,24,2,762.9114943844294
28-08-2021,8,8,6,11,9,8,55,10,16,6,21,19,26,51,84,32,8,8,46,21,54,15,11,16,13,23,22,15,4,100,8,10,753.2793258501173
29-08-2021,11,9,1,9,5,2,55,14,12,7,23,27,21,57,88,26,15,14,47,15,66,16,11,29,19,26,19,18,7,75,16,6,742.1807065001225
30-08-2021,5,11,4,6,7,4,55,20,13,12,15,22,22,63,94,28,4,7,48,27,44,9,13,19,15,23,18,16,13,86,16,12,731.1522379754002
31-08-2021,13,15,4,7,8,5,56,14,13,7,14,20,21,62,75,31,12,13,69,15,59,13,12,31,20,18,14,28,7,67,15,7,721.0350857458519
01-09-2021,5,9,4,12,5,2,56,15,9,11,13,15,29,75,70,40,8,8,39,19,50,13,15,17,10,22,14,21,5,70,13,9,713.1364686639939
02-09-2021,3,10,6,9,4,3,60,16,13,6,17,18,21,49,72,21,11,21,49,18,48,10,16,24,11,17,10,22,5,71,13,9,704.3481578150353
03-09-2021,2,10,4,11,5,4,41,9,15,4,27,21,26,52,79,28,15,13,42,13,59,12,11,26,22,24,11,18,6,59,15,7,694.7203459379531
04-09-2021,2,9,1,12,4,3,47,24,13,10,23,14,19,58,64,21,10,9,34,14,34,18,14,20,16,14,23,17,9,67,20,9,683.1457815047858
05-09-2021,6,8,3,11,10,3,53,13,12,13,24,13,24,59,57,18,10,11,58,13,44,13,12,28,15,14,23,25,2,63,18,12,670.9311929462827
06-09-2021,6,5,5,2,12,4,48,14,7,13,27,13,26,54,79,32,13,6,48,27,43,10,9,15,14,18,22,21,4,65,25,4,658.2119131880173
07-09-2021,2,11,3,13,11,7,51,4,13,8,23,11,35,46,52,30,13,13,54,11,47,11,12,17,22,19,17,26,3,61,19,5,645.5625020445904
08-09-2021,6,15,2,9,4,4,54,6,14,4,25,14,12,47,58,20,11,3,39,20,58,8,10,19,12,19,12,17,8,60,14,7,634.2824112461334
09-09-2021,13,10,5,13,3,7,53,12,17,3,26,15,8,56,40,31,16,17,45,13,59,22,4,15,8,11,14,15,6,54,17,4,623.080280598275
10-09-2021,8,9,4,7,5,8,43,10,9,5,18,13,26,45,62,25,6,7,38,18,50,14,6,16,18,17,21,19,5,66,14,5,611.5847501214241
11-09-2021,6,4,2,10,8,5,36,9,7,9,17,10,20,57,47,19,12,9,33,15,49,14,5,10,16,13,21,16,3,54,18,7,599.9356020845377
12-09-2021,2,6,2,10,7,2,42,10,9,5,16,12,16,41,60,29,8,9,33,17,48,23,7,8,14,19,17,22,7,68,21,5,588.2021703143686
13-09-2021,4,8,7,4,7,4,57,12,4,7,27,15,14,51,53,29,13,6,29,18,49,13,6,17,17,12,18,14,5,57,16,4,575.6999167106916
14-09-2021,7,8,1,9,8,3,41,15,7,4,34,5,22,48,45,26,6,8,45,11,35,11,9,14,6,14,20,18,7,53,14,9,563.0772686673548
15-09-2021,5,7,2,11,3,5,40,7,8,8,26,13,20,53,35,25,10,9,23,20,45,12,10,15,7,13,21,16,4,51,13,5,552.9608728854115
16-09-2021,5,13,0,13,4,5,38,7,12,2,27,10,16,37,50,28,17,10,24,10,41,13,14,9,8,8,22,17,6,57,18,4,545.3143647733098
17-09-2021,6,16,3,2,10,9,35,12,13,9,19,3,13,43,45,28,14,6,41,12,45,12,8,16,9,22,15,18,5,41,13,4,536.6576381346512
18-09-2021,6,12,2,9,3,5,25,8,7,5,18,6,10,39,53,21,13,7,35,18,43,13,6,5,10,16,16,9,4,42,25,3,525.2534608121812
19-09-2021,3,6,4,11,8,4,25,5,6,5,24,14,17,31,40,19,17,5,30,7,41,15,6,12,10,11,10,19,7,48,9,5,511.6578367849666
20-09-2021,8,10,2,6,5,3,33,17,11,4,25,9,14,40,58,27,15,7,34,12,60,10,1,14,6,18,13,9,4,40,19,5,498.39767730394436
21-09-2021,5,19,3,8,5,4,29,10,8,11,25,6,20,45,56,28,8,5,40,10,34,15,4,12,8,14,20,18,6,46,19,5,485.3883450991054
22-09-2021,4,10,2,3,8,4,30,18,9,4,21,7,16,31,40,19,6,6,20,14,31,10,3,10,8,25,20,27,6,38,16,4,474.4228593306434
23-09-2021,4,12,2,10,7,5,27,11,3,3,26,5,15,39,37,16,8,6,22,12,34,7,1,14,7,17,13,15,2,38,13,5,464.4218003050947
24-09-2021,6,9,2,6,4,3,28,10,7,5,18,8,8,38,43,17,12,6,26,11,38,8,3,6,11,16,12,22,8,46,16,4,454.77317613875886
25-09-2021,9,13,1,8,3,2,33,8,9,5,21,9,9,38,34,12,9,4,20,9,44,9,5,5,4,8,17,12,3,37,11,2,444.0424523232614
26-09-2021,2,12,1,8,6,3,25,8,2,1,23,7,20,27,33,22,5,7,26,18,27,14,4,11,3,10,18,17,6,39,13,6,432.244150637843
27-09-2021,4,20,2,3,7,5,38,8,3,4,26,13,12,32,38,19,5,4,28,9,27,14,3,11,3,18,16,13,2,31,9,2,420.93414110894173
28-09-2021,6,20,1,4,6,7,16,7,11,6,27,2,9,37,41,13,5,4,24,13,42,14,1,8,12,12,16,13,4,40,14,2,410.46483014441884
29-09-2021,5,10,0,6,3,3,17,5,6,3,26,6,6,33,42,32,4,6,24,11,29,6,2,6,13,17,11,12,4,36,16,3,401.28331974326164
30-09-2021,8,10,1,4,4,5,18,12,7,3,20,1,9,31,35,14,3,3,20,13,39,9,2,10,10,15,12,6,5,22,14,6,391.8962179693987
01-10-2021,2,8,0,5,6,7,30,10,5,3,21,5,14,25,29,23,5,3,26,11,32,9,3,10,7,9,10,15,3,36,12,2,380.97739603686335
02-10-2021,3,9,4,5,1,6,20,9,5,4,18,4,10,28,37,21,8,5,20,6,27,11,2,8,2,8,13,12,2,26,12,4,370.21981734026053
03-10-2021,5,12,4,5,2,4,25,7,2,2,20,5,11,27,41,17,12,3,17,11,32,11,2,2,7,6,16,9,4,19,15,4,359.9065995431958
04-10-2021,3,6,3,8,5,5,25,11,8,5,15,7,7,33,40,12,15,3,21,11,34,7,3,4,6,12,10,14,4,27,17,6,350.7319728358531
05-10-2021,6,11,1,5,3,8,22,8,1,1,25,7,8,30,22,16,7,8,18,12,18,8,4,8,6,8,10,10,4,24,15,3,341.4429582948707
06-10-2021,3,12,1,2,2,3,16,8,5,4,17,3,6,36,29,18,2,4,14,4,22,11,5,8,7,6,10,8,2,24,9,4,333.1089648361356
07-10-2021,11,12,2,6,6,8,15,6,2,2,15,5,9,21,21,20,7,1,22,12,19,5,0,7,6,8,14,8,3,19,16,3,326.1211949524657
08-10-2021,2,11,2,7,1,9,23,10,7,4,17,7,6,34,26,13,7,5,15,14,32,4,1,4,6,6,22,5,3,28,8,1,318.99593335115486
09-10-2021,6,13,3,4,2,3,17,10,2,1,14,6,12,32,28,18,5,3,5,3,22,11,4,2,6,7,8,8,0,17,14,4,311.7965159153562
10-10-2021,1,16,7,4,1,7,13,9,1,6,18,2,6,27,25,16,4,6,16,6,16,7,0,3,4,14,8,8,2,19,11,4,304.1605728732676
11-10-2021,4,12,1,4,3,9,23,13,4,2,13,4,9,24,21,6,6,8,20,12,22,11,6,5,7,12,11,9,1,16,11,6,296.68398361764275
12-10-2021,4,11,4,0,2,5,20,10,5,5,23,6,5,24,27,12,9,2,15,9,23,6,1,6,4,4,9,12,3,10,12,3,288.60000303824137
13-10-2021,4,19,0,4,0,9,11,13,2,5,23,9,2,25,27,11,4,2,13,9,18,11,5,6,4,6,10,5,3,14,16,0,279.57852709957774
14-10-2021,4,18,2,1,1,3,12,10,2,4,21,4,8,23,21,11,2,6,8,8,15,8,3,3,4,4,16,12,3,9,14,4,271.147541971954
15-10-2021,3,9,0,6,1,6,20,4,4,1,14,7,5,30,19,9,1,2,17,12,26,4,3,5,8,6,5,6,5,21,9,1,263.27679776739996
16-10-2021,2,12,0,4,2,4,18,8,3,2,17,4,6,26,21,13,10,5,13,6,18,11,0,5,7,6,6,7,0,21,11,2,256.34447935202206
17-10-2021,4,9,1,6,2,3,10,10,3,0,16,6,5,18,22,6,6,2,13,2,19,7,1,5,2,11,7,9,2,8,15,2,249.5009548997874
18-10-2021,5,6,0,2,2,3,8,4,1,1,16,2,2,27,21,16,6,4,8,3,18,7,2,5,12,5,14,5,3,15,7,2,242.59358406084536
19-10-2021,2,15,1,5,0,2,13,5,1,0,24,6,8,18,17,15,5,0,14,4,11,2,1,4,5,10,7,5,3,15,5,4,236.12150838339835
20-10-2021,4,14,0,0,3,5,15,3,1,2,17,2,3,16,24,9,7,3,16,8,12,2,2,8,3,9,6,9,1,16,13,3,229.34062496403146
21-10-2021,5,13,1,2,0,4,17,3,1,2,18,2,5,26,17,16,4,3,11,5,17,4,0,3,4,8,7,11,1,6,7,1,222.91364753398352
22-10-2021,1,20,1,2,0,4,10,7,1,6,22,2,6,19,11,9,3,2,16,1,17,2,2,2,6,10,8,9,1,7,4,1,216.327738542
23-10-2021,6,14,2,0,0,4,5,8,5,4,18,8,8,20,10,7,2,1,9,8,16,3,2,7,4,6,8,6,2,12,5,6,211.09268296795722
24-10-2021,4,16,0,4,0,5,18,10,1,4,15,4,4,11,18,8,2,3,1,8,13,4,2,4,2,6,5,7,1,12,4,0,206.47209219993292
25-10-2021,2,14,1,3,3,5,13,6,3,5,9,2,4,18,15,6,2,0,10,4,15,6,4,5,4,4,10,9,4,7,9,3,201.7338417653698
26-10-2021,3,17,0,2,2,5,7,0,1,3,16,3,5,14,14,3,8,3,10,2,11,7,4,7,4,9,4,6,1,7,4,2,196.71596692792423
27-10-2021,6,9,0,2,0,10,5,6,3,0,19,2,6,14,12,5,3,1,3,7,9,7,3,1,4,7,11,3,2,15,5,3,191.6260447508787
28-10-2021,4,25,1,2,1,15,6,8,1,4,15,1,1,17,15,8,4,3,8,2,12,3,0,0,4,3,3,6,3,5,5,3,188.41103360538042
29-10-2021,2,21,0,0,0,9,13,5,2,5,21,4,4,16,10,9,1,2,7,4,17,8,1,2,7,7,4,2,0,10,8,2,184.65944922609833
30-10-2021,1,20,1,2,1,3,9,3,1,1,30,2,2,14,15,4,2,0,8,5,5,8,1,3,3,10,2,4,1,5,7,1,181.12798698240852
31-10-2021,3,6,0,2,0,4,7,7,3,6,23,4,3,7,11,7,1,1,4,3,4,4,4,5,1,3,5,0,2,11,6,0,175.9126725404426
01-11-2021,4,15,0,2,2,5,14,7,2,2,13,3,2,16,7,6,6,4,6,6,5,5,1,4,7,11,2,7,2,8,13,6,171.10425728630457
02-11-2021,5,23,1,3,0,9,6,6,0,1,12,3,1,17,13,5,4,0,10,3,7,1,0,2,3,7,7,3,1,6,4,2,167.11510821012985
03-11-2021,6,18,0,1,0,10,5,5,3,0,22,6,2,9,14,0,4,4,7,5,13,4,1,5,2,14,5,6,0,8,4,0,164.01502669640368
04-11-2021,3,27,0,0,0,6,6,3,1,0,13,4,2,9,7,1,3,3,4,6,11,3,0,2,5,6,2,5,0,7,7,1,161.8843234088632
05-11-2021,0,11,0,3,0,5,15,3,2,3,14,6,3,15,10,6,1,2,7,3,6,1,3,2,5,2,2,5,2,4,8,1,159.0739486873858
06-11-2021,2,11,2,0,0,10,3,6,3,3,13,4,1,8,12,1,4,1,7,1,8,4,2,1,2,9,3,3,2,6,8,2,156.03607491574223
07-11-2021,0,19,0,0,0,6,7,6,1,1,20,2,5,11,12,8,2,1,6,2,5,1,0,5,3,9,1,5,0,3,0,3,152.74194485675022
08-11-2021,4,32,0,1,0,8,10,8,0,2,16,2,2,8,21,3,3,1,5,6,4,1,1,6,2,12,5,2,2,5,3,3,149.3400421499583
09-11-2021,2,25,0,0,0,6,10,7,2,3,13,1,1,6,8,3,3,3,7,1,3,1,2,4,4,3,2,5,1,4,4,3,147.3499202445802
10-11-2021,2,22,1,1,0,10,4,4,0,0,8,1,4,12,13,2,1,4,8,4,4,1,1,4,4,16,3,3,0,3,7,0,146.00606971169847
11-11-2021,2,22,0,2,1,8,3,8,1,2,12,1,2,12,13,2,0,1,7,8,3,4,0,6,3,6,3,2,1,6,8,1,145.5264013233674
12-11-2021,1,23,0,1,0,8,4,5,1,1,9,1,2,6,9,5,3,0,4,3,2,5,0,3,2,4,2,1,0,6,2,1,144.34285261321602
13-11-2021,3,14,2,1,1,8,3,9,0,2,10,1,4,8,10,4,1,3,10,4,2,1,2,3,6,10,7,6,0,3,5,3,142.23593203172808
14-11-2021,2,29,0,0,2,6,8,3,1,3,11,4,5,6,8,4,0,0,2,2,3,3,2,4,1,9,1,2,1,6,7,1,140.21690234959925
15-11-2021,1,25,2,0,0,9,6,11,0,1,15,6,2,9,11,2,1,0,6,0,3,4,1,4,3,12,1,1,2,6,5,0,138.49125952884114
16-11-2021,2,33,2,1,0,9,7,11,0,4,19,0,3,7,5,4,4,1,9,2,3,2,0,4,3,8,2,5,0,1,3,0,137.93202584196902
17-11-2021,2,20,1,1,0,13,6,4,1,2,14,3,2,7,7,4,0,1,5,3,0,2,0,4,3,10,0,4,0,4,4,2,137.46770238255246
18-11-2021,2,14,1,0,1,10,8,4,1,1,18,3,5,4,10,0,2,2,7,5,2,0,1,1,2,10,1,1,0,3,7,0,137.17533012264528
19-11-2021,3,18,2,1,0,9,5,6,0,1,17,1,2,8,13,2,1,0,8,2,2,2,2,3,3,5,1,1,0,3,4,0,136.06737307727948
20-11-2021,2,25,0,1,1,12,5,15,0,4,12,3,2,5,7,0,2,1,4,1,7,3,0,2,2,5,2,4,2,2,6,3,134.70607314357744
21-11-2021,0,20,0,0,1,7,6,9,0,2,15,2,0,4,5,4,1,2,13,4,3,3,1,2,6,13,0,1,2,4,4,1,133.06135734552834
22-11-2021,3,32,0,1,0,4,4,5,1,2,15,0,2,6,6,1,0,0,10,3,8,5,3,6,0,14,2,2,1,5,2,0,132.2717611812077
23-11-2021,2,17,0,0,0,16,6,10,1,5,8,1,3,8,9,5,0,0,5,3,3,2,0,3,3,12,1,5,0,2,3,0,131.63823095976105
24-11-2021,3,23,2,1,0,16,4,9,0,2,8,0,3,4,6,5,2,2,4,1,3,4,0,3,0,7,2,3,0,9,2,3,131.49537284049345
25-11-2021,0,12,1,1,0,13,5,10,1,2,5,2,2,9,5,4,1,0,4,3,3,1,0,5,2,13,1,1,0,4,7,0,131.88941764039862
26-11-2021,3,25,0,0,1,10,8,11,0,4,11,2,2,5,8,3,2,0,4,3,5,2,1,1,1,8,0,1,2,2,3,0,132.579454198599
27-11-2021,5,19,1,0,0,7,8,7,0,4,15,6,1,9,4,4,2,1,7,1,5,0,1,3,4,8,1,2,1,1,1,2,133.53253334014667
28-11-2021,2,31,5,0,0,9,1,15,0,4,11,0,2,5,6,3,1,1,5,2,4,2,0,2,1,17,2,2,1,0,3,1,132.6840064180035
29-11-2021,2,19,0,1,0,11,7,7,0,2,14,2,0,5,12,1,0,0,3,3,2,1,0,4,2,10,3,2,1,6,2,0,131.8489793383806
30-11-2021,0,22,2,2,0,15,5,7,1,4,11,1,2,2,11,3,1,1,8,1,3,1,1,5,5,2,2,2,0,5,9,2,130.52846070397177
01-12-2021,3,32,0,1,0,12,8,13,0,3,11,3,2,6,13,4,1,0,5,3,5,3,1,6,0,16,2,1,0,3,3,0,130.5798455358846
02-12-2021,2,22,1,1,0,14,1,7,0,1,11,1,1,1,7,0,0,0,6,2,3,5,1,3,0,9,4,4,1,2,2,3,131.1823463173669
03-12-2021,2,25,0,1,1,13,6,13,0,4,8,5,2,6,6,5,0,1,2,3,4,3,1,2,3,11,1,3,1,2,3,2,131.983432765321
04-12-2021,1,25,1,0,0,6,3,9,0,1,10,0,0,6,9,3,0,1,5,1,1,1,1,1,2,13,1,2,0,2,0,3,132.3788364118626
05-12-2021,2,22,0,0,0,21,6,7,0,0,9,1,0,8,10,3,1,1,6,0,5,1,1,2,3,12,0,1,0,4,0,1,131.93171731057149
06-12-2021,4,27,1,1,1,10,5,10,0,3,18,2,2,8,4,2,1,0,3,2,5,2,1,2,4,12,2,5,0,4,2,1,130.6651929217421
07-12-2021,1,25,0,1,1,17,3,9,1,2,11,0,0,5,6,2,1,0,6,0,3,1,1,7,3,17,0,4,0,1,3,0,129.47568703136767
08-12-2021,5,31,1,1,2,15,10,0,0,2,12,0,5,3,7,0,0,1,6,0,3,0,1,5,4,16,1,2,0,3,4,3,128.2238005149359
09-12-2021,3,35,1,0,2,18,3,4,3,3,7,0,3,6,5,2,0,1,4,2,1,1,2,1,1,19,2,2,0,4,1,0,127.66760653391486
10-12-2021,0,20,0,1,0,14,2,7,0,3,8,2,1,3,9,1,1,0,4,3,5,0,1,5,4,16,0,1,1,1,0,1,126.94422512740884
11-12-2021,3,27,3,0,1,20,5,6,0,2,11,0,1,3,5,1,3,0,6,0,2,0,0,3,0,18,1,1,0,3,2,2,125.78397817508805
12-12-2021,1,27,0,0,0,15,3,5,0,5,12,2,1,3,4,2,0,0,2,1,2,0,0,4,3,15,2,2,0,2,2,0,124.58839753645604
13-12-2021,4,23,0,0,0,14,10,3,0,3,12,1,1,2,9,0,1,1,2,4,5,2,0,3,3,15,1,5,0,1,0,1,123.17224094373735
14-12-2021,3,22,0,0,0,21,4,7,0,3,13,0,2,8,8,2,0,0,7,0,1,2,0,5,2,14,1,2,0,1,1,0,122.24964880588203
15-12-2021,1,26,0,0,1,12,2,11,0,2,9,1,0,5,4,0,0,2,5,0,3,2,0,8,2,14,0,6,0,3,1,4,120.82962278061831
